,player_name,MaySpin,AugustSpin,%Difference
392,"Whitley, Kodi",2105.0258620689656,2120.6315789473683,0.74
393,"Whitlock, Garrett",2031.2216748768474,2024.6602870813397,-0.32
394,"Widener, Taylor",2240.575,2054.2759433962265,-8.309999999999999
395,"Williams, Devin",2701.4424242424243,2638.24358974359,-2.34
396,"Williams, Trevor",2161.330434782609,2142.880503144654,-0.8500000000000001
397,"Wilson, Bryse",1892.6390532544378,1978.592,4.54
398,"Wilson, Justin",2328.9057971014495,2291.3120567375886,-1.6099999999999999
399,"Winkler, Dan",2593.549019607843,2534.455882352941,-2.2800000000000002
400,"Wisler, Matt",2612.590909090909,2482.653846153846,-4.97
401,"Wittgren, Nick",2078.8471337579617,2060.4146341463415,-0.89
402,"Wood, Alex",2056.221978021978,1939.3030303030303,-5.6899999999999995
403,"Woodruff, Brandon",2393.0637583892617,2296.3608695652174,-4.04
404,"Yang, Hyeon-Jong",2096.7631578947367,2086.5862068965516,-0.49
405,"Yarbrough, Ryan",2149.5636856368565,2036.56,-5.26
406,"Ynoa, Huascar",2289.733096085409,2232.5204460966543,-2.5
407,"Young, Alex",2207.584541062802,2174.5225225225226,-1.5
408,"Zimmer, Kyle",2194.9411764705883,2096.550724637681,-4.4799999999999995
409,"Zuber, Tyler",2256.0137614678897,2509.6470588235293,11.24
410,"de Geus, Brett",2200.3006134969323,1955.7619047619048,-11.110000000000001
411,"Álvarez, José",2135.7810650887573,1901.2606382978724,-10.979999999999999
